Name,Section,URL,Current Price,Old Price,Price Difference,Percent Difference
Samsung Galaxy Watch4 Classic Stainless LTE 46mm Black,Health and Medicine,https://www.walmart.com/ip/Samsung-Galaxy-Watch4-Classic-Stainless-LTE-46mm-Black/234273796,$169.99,$189.00,$19.01,10.06%
"5D Teeth Whitening Strips, 56 pcs Safe and Effective Teeth Whitening Kit, Whitestrips Reduced Teeth Sensitivity and Help to Remove Smoking Coffee Wine Stain",Health and Medicine,https://www.walmart.com/ip/5D-Teeth-Whitening-Strips-56-pcs-Safe-Effective-Kit-Whitestrips-Reduced-Sensitivity-Help-Remove-Smoking-Coffee-Wine-Stain/951181841,$9.99,$39.99,$30.00,75.02%
"99 Speed Muscle Massage Gun, Deep Tissue Muscle Massager for Pain Relief, Handheld Electric Body Massager Sports Drill Portable Super Quiet Brushless Motor",Health and Medicine,https://www.walmart.com/ip/99-Speed-Muscle-Massage-Gun-Deep-Tissue-Massager-Pain-Relief-Handheld-Electric-Body-Sports-Drill-Portable-Super-Quiet-Brushless-Motor/988607198,$35.99,$109.99,$74.00,67.28%
Restored Apple Watch Gen 7 Series 7 Cell 45mm Midnight Aluminum - Midnight Sport Band MKJ73LL/A (Refurbished),Health and Medicine,https://www.walmart.com/ip/Restored-Apple-Watch-Gen-7-Series-7-Cell-45mm-Midnight-Aluminum-Midnight-Sport-Band-MKJ73LL-A-Refurbished/884917871,$229.91,$290.00,$60.09,20.72%
"Sejoy Humidifiers for Large Rooms, 8L/2.11Gal Top Fill Ultrasonic Floor Humidifiers for Bedroom, Remote Control, Humidity Setting, Quiet, Aroma Box",Health and Medicine,https://www.walmart.com/ip/Sejoy-Humidifiers-for-Large-Rooms-8L-2-11Gal-Top-Fill-Ultrasonic-Floor-Humidifiers-for-Bedroom-Remote-Control-Humidity-Setting-Quiet-Aroma-Box/1992914862,$76.99,$169.99,$93.00,54.71%
Pooboo Exercise Bike Stationary Belt Drive Indoor Cycling Bikes for Home Cardio Workout Training 380lb,Health and Medicine,https://www.walmart.com/ip/Pooboo-Exercise-Bike-Stationary-Belt-Drive-Indoor-Cycling-Bikes-for-Home-Cardio-Workout-Training-380lb/590225809?athbdg=L1700,$213.99,$399.99,$186.00,46.50%
"FITINDEX Bluetooth Body Fat Scale, Smart Digital Weight Scale, Body Composition Monitor Health Analyzer with Smartphone App",Health and Medicine,https://www.walmart.com/ip/FITINDEX-Bluetooth-Body-Fat-Scale-Smart-Digital-Weight-Scale-Body-Composition-Monitor-Health-Analyzer-with-Smartphone-App/684204606?athbdg=L1700,$19.99,$49.99,$30.00,60.01%
"NELEUS Womens Yoga Capris Leggings For Workout With Pockets Tummy Control High Waist,Black+Black+Black,US size S",Health and Medicine,https://www.walmart.com/ip/NELEUS-Womens-Yoga-Capris-Leggings-For-Workout-With-Pockets-Tummy-Control-High-Waist-Black-Black-Black-US-size-S/1976473836,$33.81,$37.99,$4.18,11.00%
Doufit EB-11 4in1 Folding Exercise Bike 8-Level Magnetic Bicycle Indoor Cycling Bike 330 Lbs Max,Health and Medicine,https://www.walmart.com/ip/Doufit-EB-11-4in1-Folding-Exercise-Bike-8-Level-Magnetic-Bicycle-Indoor-Cycling-Bike-330-Lbs-Max/1474337772,$129.99,$299.99,$170.00,56.67%
"RENPHO Digital Body Weight Scale, Highly Accurate Scale for Weight, LED Display Weight Measurements, Round Corner Design, Anti-Slip, 400 lb",Health and Medicine,https://www.walmart.com/ip/RENPHO-Digital-Body-Weight-Scale-Highly-Accurate-Scale-for-Weight-LED-Display-Weight-Measurements-Round-Corner-Design-Anti-Slip-400-lb/564691204?athbdg=L1600,$17.99,$49.99,$32.00,64.01%
"Metene Lens Cleaning Wipes, 300 Pre-Moistened Individually Electronic Glasses Wipes",Health and Medicine,https://www.walmart.com/ip/Metene-Lens-Cleaning-Wipes-300-Pre-Moistened-Individually-Electronic-Glasses-Wipes/653644652?athbdg=L1600,$11.99,$19.99,$8.00,40.02%
ONLYSHE Women Drawstrings Shorts Casual Loose Comfy Summer Beach Shorts with Pockets,Health and Medicine,https://www.walmart.com/ip/ONLYSHE-Women-Drawstrings-Shorts-Casual-Loose-Comfy-Summer-Beach-Shorts-with-Pockets/177288203,$18.36,$26.59,$8.23,30.95%
"ANKOVO Forehead and Ear Thermometer,Digital Infrared Thermometer for All Age Groups,1s Fast Reading with 3 Colors Backlight Fever Alarm and 35 Memories Recall",Health and Medicine,https://www.walmart.com/ip/ANKOVO-Forehead-Ear-Thermometer-Digital-Infrared-Thermometer-All-Age-Groups-1s-Fast-Reading-3-Colors-Backlight-Fever-Alarm-35-Memories-Recall/873221212?athbdg=L1600,$9.99,$19.99,$10.00,50.03%
"RENPHO Digital Body Weight Scale, Body Composition Monitor Health Analyzer with Smartphone App, White",Health and Medicine,https://www.walmart.com/ip/RENPHO-Digital-Body-Weight-Scale-Body-Composition-Monitor-Health-Analyzer-with-Smartphone-App-White/819953394?athbdg=L1600,$21.99,$59.99,$38.00,63.34%
Leggings for Women Workout Capri Leggings with Pockets for Women High Waisted Yoga Pants with Pockets for Women Black,Health and Medicine,https://www.walmart.com/ip/Leggings-for-Women-Workout-Capri-Leggings-with-Pockets-for-Women-High-Waisted-Yoga-Pants-with-Pockets-for-Women-Black/3636579638,$14.95,$24.99,$10.04,40.18%
"Lepro Rechargeable LED Camping Lantern Flashlight 1000LM High Lumens 5 Light Modes , Power Bank IPX4 Waterproof , Large Lantern Flashlight for Hurricane Emergency, Hiking, Home and More",Health and Medicine,https://www.walmart.com/ip/Lepro-Rechargeable-LED-Camping-Lantern-Flashlight-1000LM-High-Lumens-5-Light-Modes-Power-Bank-IPX4-Waterproof-Large-Hurricane-Emergency-Hiking-Home-M/984498667?athbdg=L1400,$28.99,$36.90,$7.91,21.44%
"Womens Biker Shorts Leggings Mid Thigh Cotton Thick Yoga Pants Fitness With Pocket,3 Pack",Health and Medicine,https://www.walmart.com/ip/Womens-Biker-Shorts-Leggings-Mid-Thigh-Cotton-Thick-Yoga-Pants-Fitness-With-Pocket-3-Pack/2237809841,$19.98,$22.99,$3.01,13.09%
"Blood Pressure Monitor, Professional Wireless Automatic Wrist Blood Pressure Cuffs Health Monitors, Portable BP Heart Rate Monitor with LCD Backlit Display, for Home Travel Use",Health and Medicine,https://www.walmart.com/ip/Blood-Pressure-Monitor-Professional-Wireless-Automatic-Wrist-Cuffs-Health-Monitors-Portable-BP-Heart-Rate-Monitor-LCD-Backlit-Display-Home-Travel-Use/401727047?athbdg=L1600,$14.99,$69.99,$55.00,78.58%
Elenker Economy Knee Walker Steerable Medical Scooter Crutch Alternative Black,Health and Medicine,https://www.walmart.com/ip/Elenker-Economy-Knee-Walker-Steerable-Medical-Scooter-Crutch-Alternative-Black/956495492?athbdg=L1600,$109.99,$159.99,$50.00,31.25%
"BREEZOME DH-JH01 HEPA Air Purifier Remove PM10, PM2.5, Dust, Cotton Lint, Hair for Home, Black",Health and Medicine,https://www.walmart.com/ip/BREEZOME-DH-JH01-HEPA-Air-Purifier-Remove-PM10-PM2-5-Dust-Cotton-Lint-Hair-for-Home-Black/523636642?athbdg=L1600,$32.99,$59.99,$27.00,45.01%
"ANKOVO Pulse Oximeter Fingertip, Oxygen Level Pulse Rate,Blood Oxygen Saturation Monitor,Heart Rate Monitor and SpO2 Levels with LED Screen Display Batteries and Lanyard Included",Health and Medicine,https://www.walmart.com/ip/ANKOVO-Pulse-Oximeter-Fingertip-Oxygen-Level-Rate-Blood-Saturation-Monitor-Heart-Rate-Monitor-SpO2-Levels-LED-Screen-Display-Batteries-Lanyard-Includ/674816639?athbdg=L1600,$9.99,$19.95,$9.96,49.92%
"MaxKare Foot Spa Bath Massager with Heat, Bubbles, and Vibration, Digital Temperature Control, 16 Masssage Rollers with Mini Detachable Massage Points, Soothe and Comfort Feet",Health and Medicine,https://www.walmart.com/ip/MaxKare-Foot-Spa-Bath-Massager-Heat-Bubbles-Vibration-Digital-Temperature-Control-16-Masssage-Rollers-Mini-Detachable-Massage-Points-Soothe-Comfort-F/899391275?athbdg=L1600,$36.99,$79.99,$43.00,53.76%
"NELEUS Womens V Cross Waist Athletic Bike Shorts for Yoga with Pockets,Black+Black+Black,US size S",Health and Medicine,https://www.walmart.com/ip/NELEUS-Womens-V-Cross-Waist-Athletic-Bike-Shorts-for-Yoga-with-Pockets-Black-Black-Black-US-size-S/3878168606,$28.47,$31.99,$3.52,11.00%
"Febfoxs Electric Ear Wax Removal Ear Irrigation Water Cleaner Kit,4 Cleaning Modes, One-Touch Start Water Spray,5 Ear Tips & Ear Basin",Health and Medicine,https://www.walmart.com/ip/Febfoxs-Electric-Ear-Wax-Removal-Ear-Irrigation-Water-Cleaner-Kit-4-Cleaning-Modes-One-Touch-Start-Water-Spray-5-Ear-Tips-Ear-Basin/1252217936?athbdg=L1600,$34.99,$129.99,$95.00,73.08%
"Renpho Percussion Muscle Massage Guns for Athletes Pain Relief -Black, Ideal Gifts",Health and Medicine,https://www.walmart.com/ip/Renpho-Percussion-Muscle-Massage-Guns-for-Athletes-Pain-Relief-Black-Ideal-Gifts/369652877?athbdg=L1600,$59.98,$131.99,$72.01,54.56%
"NELEUS Womens V Cross Waist Athletic Bike Shorts for Yoga with Pockets,Black+Black+Black,US size S",Health and Medicine,https://www.walmart.com/ip/NELEUS-Womens-V-Cross-Waist-Athletic-Bike-Shorts-for-Yoga-with-Pockets-Black-Black-Black-US-size-S/3878168606,$28.47,$31.99,$3.52,11.00%
"SONSIEN 12 Pack Constellations Scented Candles, Candles Set Gifts for Women, 2.5oz 240 Hours Candles Bulk for Home Scented",Health and Medicine,https://www.walmart.com/ip/SONSIEN-12-Pack-Constellations-Scented-Candles-Candles-Set-Gifts-for-Women-2-5oz-240-Hours-Candles-Bulk-for-Home-Scented/436696520?athbdg=L1600,$18.99,$29.99,$11.00,36.68%
"Womens & Juniors Basic Solid Long Length Adjustable Spaghetti Strap Camisole Tank Top (4PK - Black/Black/Black/Black, S)",Health and Medicine,https://www.walmart.com/ip/Womens-Juniors-Basic-Solid-Long-Length-Adjustable-Spaghetti-Strap-Camisole-Tank-Top-4PK-Black-Black-Black-Black-S/950884350,$26.39,$29.99,$3.60,12.00%
"Blood Pressure Monitor, Professional Wireless Automatic Wrist Blood Pressure Cuffs Health Monitors, Portable BP Heart Rate Monitor with LCD Backlit Display, for Home Travel Use",Health and Medicine,https://www.walmart.com/ip/Blood-Pressure-Monitor-Professional-Wireless-Automatic-Wrist-Cuffs-Health-Monitors-Portable-BP-Heart-Rate-Monitor-LCD-Backlit-Display-Home-Travel-Use/401727047?athbdg=L1600,$14.99,$69.99,$55.00,78.58%
"Sejoy Rechargeable Toothbrush Electric with 7 Tooth Heads,for Adults and Kids,Power Sonic Tooth Brush Soft Cleaning,3 Modes ,Smart Timer for Home Travel,Gift,Black",Health and Medicine,https://www.walmart.com/ip/Sejoy-Rechargeable-Toothbrush-Electric-7-Tooth-Heads-for-Adults-Kids-Power-Sonic-Brush-Soft-Cleaning-3-Modes-Smart-Timer-Home-Travel-Gift-Black/1670140420,$16.94,$58.99,$42.05,71.28%
"Comfier Shiatsu Neck Back Massager with Heat, Air Compression,Massage Chair Pad, Gifts CF-WM09A",Health and Medicine,https://www.walmart.com/ip/Comfier-Shiatsu-Neck-Back-Massager-with-Heat-Air-Compression-Massage-Chair-Pad-Gifts-CF-WM09A/141080263?athbdg=L1600,$139.99,$229.99,$90.00,39.13%
"Outdoor Mobility Scooters for Adults & Seniors, Anti-Tip 4 Wheel Electrical Scooter with Headlights & Rear LED Light, 300lbs, Blue",Health and Medicine,https://www.walmart.com/ip/Outdoor-Mobility-Scooters-for-Adults-Seniors-Anti-Tip-4-Wheel-Electrical-Scooter-with-Headlights-Rear-LED-Light-300lbs-Blue/716823817?athbdg=L1600,$849.99,"$1,199.99",$350.00,29.17%
"Metene 12 Pack Adhesive Bandages , Athletic Tape 2 inches x 5 Yards, Sports Tape, Breathable, Waterproof",Health and Medicine,https://www.walmart.com/ip/Metene-12-Pack-Adhesive-Bandages-Athletic-Tape-2-inches-x-5-Yards-Sports-Tape-Breathable-Waterproof/616674571?athbdg=L1700,$8.99,$19.99,$11.00,55.03%
Pdbokew Women's Long Sleeve Shirts UPF50+ Rash Guard Athletic Hoodies Lightweight Thumbholes Sweatshirt Cyan L,Health and Medicine,https://www.walmart.com/ip/Pdbokew-Women-s-Long-Sleeve-Shirts-UPF50-Rash-Guard-Athletic-Hoodies-Lightweight-Thumbholes-Sweatshirt-Cyan-L/3054482871,$16.14,$17.99,$1.85,10.28%
"4 Wheel Compact Mobility Scooter for Adults & Seniors, Outdoor Travel Electric Scooter with Control Panel, 265lbs, Red",Health and Medicine,https://www.walmart.com/ip/4-Wheel-Compact-Mobility-Scooter-for-Adults-Seniors-Outdoor-Travel-Electric-Scooter-with-Control-Panel-265lbs-Red/760452955,$699.99,$939.99,$240.00,25.53%
"MARNUR Heating Pads for Back Pain, 18""x33"" Large Super Soft Heating Pad, Auto Shut-off, 6 Temperature Settings, Fast Heating for Neck Back Shoulder Relief and Cramps",Health and Medicine,https://www.walmart.com/ip/MARNUR-Heating-Pads-Back-Pain-18-x33-Large-Super-Soft-Pad-Auto-Shut-off-6-Temperature-Settings-Fast-Neck-Shoulder-Relief-Cramps/824053111,$24.99,$49.99,$25.00,50.01%
"RENPHO Foot Massager with Heat, Shiatsu Heated Electric Foot Massager, Deep Kneading Feet & Back Massager for Muscle Pain Relief, Plantar Fasciitis, Home and Office Use Fit Size Feet up to 14",Health and Medicine,https://www.walmart.com/ip/RENPHO-Foot-Massager-Heat-Shiatsu-Heated-Electric-Massager-Deep-Kneading-Feet-Back-Muscle-Pain-Relief-Plantar-Fasciitis-Home-Office-Use-Fit-Size-14/397464894?athbdg=L1700,$59.98,$99.99,$40.01,40.01%
"Real Relax Full Body Electric Zero Gravity Shiatsu Massage Chair with Bluetooth Heating and Foot Roller for Home and Office, Black",Health and Medicine,https://www.walmart.com/ip/Real-Relax-Full-Body-Electric-Zero-Gravity-Shiatsu-Massage-Chair-with-Bluetooth-Heating-and-Foot-Roller-for-Home-and-Office-Black/611050770,$679.00,$999.00,$320.00,32.03%
"Blood Sugar Support by GoBiotix | Supports Glucose, Insulin, Metabolism, Weight Loss & Immune System",Health and Medicine,https://www.walmart.com/ip/Blood-Sugar-Support-by-GoBiotix-Supports-Glucose-Insulin-Metabolism-Weight-Loss-Immune-System/136108790?athbdg=L1700,$16.78,$23.97,$7.19,30.00%
EazinGo Portable Patient Lift Chair Bathroom Bedside Commode Chair,Health and Medicine,https://www.walmart.com/ip/EazinGo-Portable-Patient-Lift-Chair-Bathroom-Bedside-Commode-Chair/496762601,$616.99,"$1,300.00",$683.01,52.54%
"Upper Arm Blood Pressure Monitor, Electric Automatic Sphygmomanometer Pulsometer PR Tonometer with Adjustable Cuff, Voice Digital LED Display, FDA Approved, for Home Travel Use",Health and Medicine,https://www.walmart.com/ip/Upper-Arm-Blood-Pressure-Monitor-Electric-Automatic-Sphygmomanometer-Pulsometer-PR-Tonometer-Adjustable-Cuff-Voice-Digital-LED-Display-FDA-Approved-H/747584496,$15.99,$69.99,$54.00,77.15%
"LotFancy Shoulder Gel Ice Pack Wrap, Hot Cold Therapy Compress",Health and Medicine,https://www.walmart.com/ip/LotFancy-Shoulder-Gel-Ice-Pack-Wrap-Hot-Cold-Therapy-Compress/324373254,$15.29,$16.99,$1.70,10.01%
"Snailax Back Massager Chair Pad, Motors Massage Seat Cushion with Heat, Extra Memory Foam Support Pad",Health and Medicine,https://www.walmart.com/ip/Snailax-Back-Massager-Chair-Pad-Motors-Massage-Seat-Cushion-with-Heat-Extra-Memory-Foam-Support-Pad/511092621?athbdg=L1700,$48.99,$74.99,$26.00,34.67%
"Maxkare Large Heating Pad for Back Pain Relief, 4 Heat Settings with Auto Shut-off, 24""x33""- Green",Health and Medicine,https://www.walmart.com/ip/Maxkare-Large-Heating-Pad-for-Back-Pain-Relief-4-Heat-Settings-with-Auto-Shut-off-24-x33-Green/323735811,$23.99,$49.99,$26.00,52.01%
"Teeth Whitening Kit with Light, Professional Teeth Whitener with 12 Whitening Gel, 3 Soothing Gel, Mouth Tray, 15 Minutes Effective Home Tooth Whitening",Health and Medicine,https://www.walmart.com/ip/Teeth-Whitening-Kit-Light-Professional-Whitener-12-Gel-3-Soothing-Mouth-Tray-15-Minutes-Effective-Home-Tooth/905865552,$18.99,$39.99,$21.00,52.51%
PTR Water Drench Hyaluronic Cloud Cream .67oz,Health and Medicine,https://www.walmart.com/ip/PTR-Water-Drench-Hyaluronic-Cloud-Cream-67oz/967231784,$16.99,$22.00,$5.01,22.77%
"Naipo Foot Spa Massager with Heat, Rich Bubble, Vibration, Rollers and Easy Control, Lower Noise - Green",Health and Medicine,https://www.walmart.com/ip/Naipo-Foot-Spa-Massager-with-Heat-Rich-Bubble-Vibration-Rollers-and-Easy-Control-Lower-Noise-Green/707823744?athbdg=L1700,$29.99,$69.99,$40.00,57.15%
"RENPHO Eye Massager with Heat & Bluetooth Music, Reduce Eye Strain Dark Circles Dry Eye Improve Sleep",Health and Medicine,https://www.walmart.com/ip/RENPHO-Eye-Massager-with-Heat-Bluetooth-Music-Reduce-Eye-Strain-Dark-Circles-Dry-Eye-Improve-Sleep/641950060,$50.98,$129.99,$79.01,60.78%
"Fairywill Teeth Whitening Strips for Sensitive Teeth , 25 Treatments 50 pcs White Strips Teeth Whitening Kit , Non-Slip Whiter strips Gentle and Safe , Teeth Whitener Removes All Stains",Health and Medicine,https://www.walmart.com/ip/Fairywill-Teeth-Whitening-Strips-Sensitive-25-Treatments-50-pcs-White-Kit-Non-Slip-Whiter-strips-Gentle-Safe-Whitener-Removes-All-Stains/357781241,$19.49,$45.99,$26.50,57.62%
"Boiron Arnicare Cream, Homeopathic Medicine for Pain Relief, Muscle Pain & Stiffness, Swelling from Injuries, Bruises, 4.2 oz",Health and Medicine,https://www.walmart.com/ip/Boiron-Arnicare-Cream-Homeopathic-Medicine-for-Pain-Relief-Muscle-Pain-Stiffness-Swelling-from-Injuries-Bruises-4-2-oz/421596182,$13.49,$15.96,$2.47,15.48%
"RENPHO Shiatsu Back Massager with Heat and Vibration for Shoulder Waist Hips Home Office, FSA and HSA Eligible - Black",Health and Medicine,https://www.walmart.com/ip/RENPHO-Shiatsu-Back-Massager-with-Heat-and-Vibration-for-Shoulder-Waist-Hips-Home-Office-FSA-and-HSA-Eligible-Black/802130078,$89.99,$399.99,$310.00,77.50%
"Renpho Shiatsu Foot Massager with Heat for Tired Foot Blood Circulation up to size 11, Black",Health and Medicine,https://www.walmart.com/ip/Renpho-Shiatsu-Foot-Massager-with-Heat-for-Tired-Foot-Blood-Circulation-up-to-size-11-Black/1270932083,$68.98,$129.99,$61.01,46.93%
"CeraVe AM Facial Moisturizing Lotion with Broad Spectrum SPF 30, 3 oz",Health and Medicine,https://www.walmart.com/ip/CeraVe-AM-Facial-Moisturizing-Lotion-with-Broad-Spectrum-SPF-30-3-oz/987357874?athbdg=L1700,$13.98,$19.60,$5.62,28.67%
"RENPHO Foot Massager Machine with Heat and Remote, Gifts for Men and Women, Shiatsu Deep Kneading, Delivers Relief for Tired Muscles and Plantar Fasciitis, Fits Feet Up to Men Size 12",Health and Medicine,https://www.walmart.com/ip/RENPHO-Foot-Massager-Machine-Heat-Remote-Gifts-Men-Women-Shiatsu-Deep-Kneading-Delivers-Relief-Tired-Muscles-Plantar-Fasciitis-Fits-Feet-Up-Size-12/804257433,$109.99,$209.99,$100.00,47.62%
"RENPHO Shiatsu Foot Massager Machine with Heat, Deep Kneading Therapy Improve Foot Wellness- Black",Health and Medicine,https://www.walmart.com/ip/RENPHO-Shiatsu-Foot-Massager-Machine-with-Heat-Deep-Kneading-Therapy-Improve-Foot-Wellness-Black/240732468,$99.98,$191.99,$92.01,47.92%
"Naipo Shiatsu Back and Neck Massager with Heat Deep Kneading Massage for Neck, Back, Shoulder, Foot and Legs, Use at Home, Car, Office",Health and Medicine,https://www.walmart.com/ip/Naipo-Shiatsu-Back-and-Neck-Massager-with-Heat-Deep-Kneading-Massage-for-Neck-Back-Shoulder-Foot-and-Legs-Use-at-Home-Car-Office/969920683,$29.99,$59.99,$30.00,50.01%
"RENPHO USB Rechargeable Digital Smart Scales for Body Weight with App, 396 lbs",Health and Medicine,https://www.walmart.com/ip/RENPHO-USB-Rechargeable-Digital-Smart-Scales-for-Body-Weight-with-App-396-lbs/610852973?athbdg=L1700,$26.99,$69.99,$43.00,61.44%
Super Restorative Remodelling Serum by Clarins for Unisex - 1 oz Serum,Health and Medicine,https://www.walmart.com/ip/Super-Restorative-Remodelling-Serum-by-Clarins-for-Unisex-1-oz-Serum/109829856?athbdg=L1700,$54.90,$145.00,$90.10,62.14%
"Personal Sound Amplifiers for Ears Rechargeable, Portable Amplifiers Devices for Seniors, 1pc, J5",Health and Medicine,https://www.walmart.com/ip/Personal-Sound-Amplifiers-for-Ears-Rechargeable-Portable-Amplifiers-Devices-for-Seniors-1pc-J5/637218543?athbdg=L1600,$23.99,$89.99,$66.00,73.34%
"KEKOY Easy on and off Sock Aid, Pulling Assist Device - Sock Helper Aide Tool with Foam Handles - Sock Assist Device for Elderly, Senior, Pregnant, Diabetics",Health and Medicine,https://www.walmart.com/ip/KEKOY-Easy-Sock-Aid-Pulling-Assist-Device-Helper-Aide-Tool-Foam-Handles-Elderly-Senior-Pregnant-Diabetics/1246719439,$11.99,$23.99,$12.00,50.02%
"Fairywill Ultrasonic Electric Toothbrush for Adults , Rechargeable Whitening Sonic Toothbrush with 8 Duponts Brush Heads 5 Modes , Waterproof",Health and Medicine,https://www.walmart.com/ip/Fairywill-Ultrasonic-Electric-Toothbrush-for-Adults-Rechargeable-Whitening-Sonic-Toothbrush-with-8-Duponts-Brush-Heads-5-Modes-Waterproof/653097034?athbdg=L1600,$22.59,$72.98,$50.39,69.05%
Peter Thomas Roth Vital-E Microbiome Age Defense Cream 1.7 oz,Health and Medicine,https://www.walmart.com/ip/Peter-Thomas-Roth-Vital-E-Microbiome-Age-Defense-Cream-1-7-oz/716571734,$39.55,$75.00,$35.45,47.27%
"ORFELD Reacher Grabber Tool, 32"" Foldable Claw Grabber with Light, Arm Extension",Health and Medicine,https://www.walmart.com/ip/ORFELD-Reacher-Grabber-Tool-32-Foldable-Claw-Grabber-with-Light-Arm-Extension/197731691,$16.99,$27.99,$11.00,39.30%
"ANKOVO Digital Thermometer for Adults and Kids, No Touch Forehead Thermometer for Baby, Digital Infrared Thermometer",Health and Medicine,https://www.walmart.com/ip/ANKOVO-Digital-Thermometer-for-Adults-and-Kids-No-Touch-Forehead-Thermometer-for-Baby-Digital-Infrared-Thermometer/520696123?athbdg=L1700,$12.99,$19.99,$7.00,35.02%
"MaxKare Shiatsu Neck Shoulder Massager Electric Back Massage with Heat Kneading Massage for Shoulder, Legs, Use in Office and Home",Health and Medicine,https://www.walmart.com/ip/MaxKare-Shiatsu-Neck-Shoulder-Massager-Electric-Back-Massage-with-Heat-Kneading-Massage-for-Shoulder-Legs-Use-in-Office-and-Home/771636755,$29.99,$69.99,$40.00,57.15%
"RENPHO Large Heating Pad for Shoulders Neck Pain Relief, FSA HSA Eligible, 19""x 24"", Gray",Health and Medicine,https://www.walmart.com/ip/RENPHO-Large-Heating-Pad-for-Shoulders-Neck-Pain-Relief-FSA-HSA-Eligible-19-x-24-Gray/1418110262?athbdg=L1600,$29.99,$79.99,$50.00,62.51%
Image Skincare The Max Stem Cell Creme 1.7 oz,Health and Medicine,https://www.walmart.com/ip/Image-Skincare-The-Max-Stem-Cell-Creme-1-7-oz/116773271,$47.45,$102.00,$54.55,53.48%
"Sejoy Blood Pressure Monitor Wrist, with Adjustable Large Cuff, Portable Automatic Digital BP Machine,for Home Travel Use, Black",Health and Medicine,https://www.walmart.com/ip/Sejoy-Blood-Pressure-Monitor-Wrist-with-Adjustable-Large-Cuff-Portable-Automatic-Digital-BP-Machine-for-Home-Travel-Use-Black/1591917816,$18.99,$69.99,$51.00,72.87%
"Skin Ceuticals Metacell Renewal B3 Lightweight Lotion for Skin, 1.7 oz",Health and Medicine,https://www.walmart.com/ip/Skin-Ceuticals-Metacell-Renewal-B3-Lightweight-Lotion-for-Skin-1-7-oz/100002700?athbdg=L1700,$89.14,$110.00,$20.86,18.96%
"MARNUR Large Heating Pad for Back and Shoulder, 24""x33"" with 4 Heat Settings 2H Auto-off - Navy Blue",Health and Medicine,https://www.walmart.com/ip/MARNUR-Large-Heating-Pad-for-Back-and-Shoulder-24-x33-with-4-Heat-Settings-2H-Auto-off-Navy-Blue/898239462?athbdg=L1600,$21.99,$39.99,$18.00,45.01%
"PCA Skin Rebalance daily moisturizer 04 / hydrate, 48 g / 1.7 fl. oz",Health and Medicine,https://www.walmart.com/ip/PCA-Skin-Rebalance-daily-moisturizer-04-hydrate-48-g-1-7-fl-oz/958749694,$36.95,$49.00,$12.05,24.59%
Peter Thomas Roth 24K Gold Mask Pure Luxury Lift & Firm Mask. 5 oz,Health and Medicine,https://www.walmart.com/ip/Peter-Thomas-Roth-24K-Gold-Mask-Pure-Luxury-Lift-Firm-Mask-5-oz/113407620?athbdg=L1700,$45.60,$80.00,$34.40,43.00%
"4D Neck Kneading Massager, Deep Tissue with Heating Functions for Shoulder, Back, Leg, Body Muscle Pain Relief at Home, Office and Car Use",Health and Medicine,https://www.walmart.com/ip/4D-Neck-Kneading-Massager-Deep-Tissue-with-Heating-Functions-for-Shoulder-Back-Leg-Body-Muscle-Pain-Relief-at-Home-Office-and-Car-Use/648817316?athbdg=L1600,$25.99,$49.99,$24.00,48.01%
"Peter Thomas Roth FirmX Collagen Moisturizer, for Fine Lines/Wrinkles 50 ml / 1.7 oz",Health and Medicine,https://www.walmart.com/ip/Peter-Thomas-Roth-FirmX-Collagen-Moisturizer-for-Fine-Lines-Wrinkles-50-ml-1-7-oz/321856054,$50.05,$85.00,$34.95,41.12%
Peter Thomas Roth Firmx Collagen Serum for Unisex 1 oz Serum,Health and Medicine,https://www.walmart.com/ip/Peter-Thomas-Roth-Firmx-Collagen-Serum-for-Unisex-1-oz-Serum/365430554,$46.32,$83.80,$37.48,44.73%
"Miko Shiatsu Foot Massager Machine Kneading and Rolling with Heat and Pressure Settings, Silver, Includes 2 Remotes",Health and Medicine,https://www.walmart.com/ip/Miko-Shiatsu-Foot-Massager-Machine-Kneading-and-Rolling-with-Heat-and-Pressure-Settings-Silver-Includes-2-Remotes/111160260?athbdg=L1600,$119.99,$149.00,$29.01,19.47%
"Shoulder Brace for Torn Rotator Cuff, AC Joint Pain Relief - Arm Immobilizer Wrap,Recovery Shoulder Brace, Ice Pack Pocket, Stability Strap, Recovery Shoulder Brace, Ice Pack Pocket, Stability Strap",Health and Medicine,https://www.walmart.com/ip/Shoulder-Brace-Torn-Rotator-Cuff-AC-Joint-Pain-Relief-Arm-Immobilizer-Wrap-Recovery-Brace-Ice-Pack-Pocket-Stability-Strap-Recovery-Strap/614194274?athbdg=L1600,$10.99,$13.80,$2.81,20.36%
"HealthTree Fingertip Pulse Oximeter Blood Oxygen Monitor, Oxygen Level Pulse Rate with Lanyard & Batteries",Health and Medicine,https://www.walmart.com/ip/HealthTree-Fingertip-Pulse-Oximeter-Blood-Oxygen-Monitor-Oxygen-Level-Pulse-Rate-with-Lanyard-Batteries/1594575340,$10.23,$13.99,$3.76,26.88%
OxyGreens - Daily Super Greens Powder,Health and Medicine,https://www.walmart.com/ip/OxyGreens-Daily-Super-Greens-Powder/629970737,$39.90,$44.95,$5.05,11.23%
